0,1
0.001004,1
0.002008,0.99999
0.003012,0.99998
0.0040161,0.99995
0.0050201,0.99992
0.0060241,0.99988
0.0070281,0.99983
0.0080321,0.99977
0.0090361,0.9997
0.01004,0.99963
0.011044,0.99955
0.012048,0.99946
0.013052,0.99936
0.014056,0.99925
0.01506,0.99914
0.016064,0.99902
0.017068,0.99889
0.018072,0.99875
0.019076,0.9986
0.02008,0.99845
0.021084,0.99829
0.022088,0.99812
0.023092,0.99794
0.024096,0.99776
0.0251,0.99756
0.026104,0.99736
0.027108,0.99716
0.028112,0.99694
0.029116,0.99672
0.03012,0.99649
0.031124,0.99625
0.032129,0.99601
0.033133,0.99576
0.034137,0.9955
0.035141,0.99523
0.036145,0.99496
0.037149,0.99468
0.038153,0.9944
0.039157,0.99411
0.040161,0.99381
0.041165,0.9935
0.042169,0.99319
0.043173,0.99287
0.044177,0.99255
0.045181,0.99222
0.046185,0.99188
0.047189,0.99154
0.048193,0.99119
0.049197,0.99083
0.050201,0.99047
0.051205,0.99011
0.052209,0.98973
0.053213,0.98936
0.054217,0.98897
0.055221,0.98858
0.056225,0.98819
0.057229,0.98779
0.058233,0.98738
0.059237,0.98697
0.060241,0.98656
0.061245,0.98614
0.062249,0.98572
0.063253,0.98529
0.064257,0.98485
0.065261,0.98441
0.066265,0.98397
0.067269,0.98352
0.068273,0.98307
0.069277,0.98261
0.070281,0.98215
0.071285,0.98168
0.072289,0.98122
0.073293,0.98074
0.074297,0.98026
0.075301,0.97978
0.076305,0.9793
0.077309,0.97881
0.078313,0.97832
0.079317,0.97782
0.080321,0.97732
0.081325,0.97682
0.082329,0.97631
0.083333,0.9758
0.084337,0.97529
0.085341,0.97477
0.086345,0.97425
0.087349,0.97373
0.088353,0.9732
0.089357,0.97267
0.090361,0.97214
0.091365,0.9716
0.092369,0.97107
0.093373,0.97053
0.094378,0.96998
0.095382,0.96944
0.096386,0.96889
0.09739,0.96834
0.098394,0.96778
0.099398,0.96723
0.1004,0.96667
0.10141,0.96611
0.10241,0.96555
0.10341,0.96498
0.10442,0.96441
0.10542,0.96385
0.10643,0.96327
0.10743,0.9627
0.10843,0.96213
0.10944,0.96155
0.11044,0.96097
0.11145,0.96039
0.11245,0.9598
0.11345,0.95922
0.11446,0.95863
0.11546,0.95804
0.11647,0.95745
0.11747,0.95686
0.11847,0.95627
0.11948,0.95568
0.12048,0.95508
0.12149,0.95448
0.12249,0.95388
0.12349,0.95328
0.1245,0.95268
0.1255,0.95208
0.12651,0.95147
0.12751,0.95087
0.12851,0.95026
0.12952,0.94965
0.13052,0.94904
0.13153,0.94843
0.13253,0.94782
0.13353,0.9472
0.13454,0.94659
0.13554,0.94597
0.13655,0.94536
0.13755,0.94474
0.13855,0.94412
0.13956,0.9435
0.14056,0.94288
0.14157,0.94226
0.14257,0.94164
0.14357,0.94102
0.14458,0.94039
0.14558,0.93977
0.14659,0.93914
0.14759,0.93851
0.14859,0.93789
0.1496,0.93726
0.1506,0.93663
0.15161,0.936
0.15261,0.93537
0.15361,0.93474
0.15462,0.93411
0.15562,0.93348
0.15663,0.93284
0.15763,0.93221
0.15863,0.93157
0.15964,0.93094
0.16064,0.9303
0.16165,0.92967
0.16265,0.92903
0.16365,0.92839
0.16466,0.92776
0.16566,0.92712
0.16667,0.92648
0.16767,0.92584
0.16867,0.9252
0.16968,0.92456
0.17068,0.92392
0.17169,0.92328
0.17269,0.92264
0.17369,0.922
0.1747,0.92135
0.1757,0.92071
0.17671,0.92007
0.17771,0.91942
0.17871,0.91878
0.17972,0.91814
0.18072,0.91749
0.18173,0.91685
0.18273,0.9162
0.18373,0.91556
0.18474,0.91491
0.18574,0.91426
0.18675,0.91362
0.18775,0.91297
0.18876,0.91232
0.18976,0.91168
0.19076,0.91103
0.19177,0.91038
0.19277,0.90973
0.19378,0.90908
0.19478,0.90843
0.19578,0.90778
0.19679,0.90713
0.19779,0.90649
0.1988,0.90584
0.1998,0.90519
0.2008,0.90454
0.20181,0.90388
0.20281,0.90323
0.20382,0.90258
0.20482,0.90193
0.20582,0.90128
0.20683,0.90063
0.20783,0.89998
0.20884,0.89933
0.20984,0.89867
0.21084,0.89802
0.21185,0.89737
0.21285,0.89672
0.21386,0.89606
0.21486,0.89541
0.21586,0.89476
0.21687,0.89411
0.21787,0.89345
0.21888,0.8928
0.21988,0.89214
0.22088,0.89149
0.22189,0.89084
0.22289,0.89018
0.2239,0.88953
0.2249,0.88888
0.2259,0.88822
0.22691,0.88757
0.22791,0.88691
0.22892,0.88626
0.22992,0.8856
0.23092,0.88495
0.23193,0.88429
0.23293,0.88364
0.23394,0.88298
0.23494,0.88233
0.23594,0.88167
0.23695,0.88102
0.23795,0.88036
0.23896,0.87971
0.23996,0.87905
0.24096,0.87839
0.24197,0.87774
0.24297,0.87708
0.24398,0.87643
0.24498,0.87577
0.24598,0.87511
0.24699,0.87446
0.24799,0.8738
0.249,0.87315
0.25,0.87249
