0,1.0044
0.001004,0.99326
0.002008,0.99691
0.003012,0.99286
0.0040161,0.99944
0.0050201,0.99572
0.0060241,1.0149
0.0070281,0.99803
0.0080321,1.0016
0.0090361,0.99685
0.01004,0.99394
0.011044,0.99073
0.012048,1.0038
0.013052,0.99184
0.014056,1.0001
0.01506,1.0012
0.016064,1.0099
0.017068,0.99742
0.018072,0.98911
0.019076,0.98833
0.02008,0.99707
0.021084,0.98443
0.022088,0.99552
0.023092,0.9979
0.024096,0.99563
0.0251,1.0036
0.026104,0.99383
0.027108,0.99899
0.028112,1
0.029116,0.99143
0.03012,0.99855
0.031124,0.98659
0.032129,1.0023
0.033133,0.99291
0.034137,0.99041
0.035141,0.9965
0.036145,0.99956
0.037149,0.99797
0.038153,0.98771
0.039157,1.0013
0.040161,0.98277
0.041165,0.99319
0.042169,0.99812
0.043173,0.99071
0.044177,0.99345
0.045181,0.9925
0.046185,0.99806
0.047189,0.98924
0.048193,0.99306
0.049197,0.99253
0.050201,0.98682
0.051205,0.99904
0.052209,0.98875
0.053213,0.99391
0.054217,0.98934
0.055221,0.99196
0.056225,0.97753
0.057229,0.99262
0.058233,0.99189
0.059237,0.99322
0.060241,0.98241
0.061245,0.98293
0.062249,0.99186
0.063253,0.98385
0.064257,0.98822
0.065261,0.98366
0.066265,0.98864
0.067269,0.98596
0.068273,0.98323
0.069277,0.98219
0.070281,0.97953
0.071285,0.99083
0.072289,0.98087
0.073293,0.97837
0.074297,0.98
0.075301,0.98606
0.076305,0.97957
0.077309,0.96993
0.078313,0.97303
0.079317,0.97911
0.080321,0.97314
0.081325,0.98411
0.082329,0.97135
0.083333,0.97893
0.084337,0.9712
0.085341,0.9758
0.086345,0.96865
0.087349,0.97381
0.088353,0.97004
0.089357,0.96833
0.090361,0.97847
0.091365,0.96296
0.092369,0.97637
0.093373,0.97941
0.094378,0.96622
0.095382,0.97526
0.096386,0.97097
0.09739,0.96547
0.098394,0.96138
0.099398,0.96997
0.1004,0.96988
0.10141,0.96434
0.10241,0.96583
0.10341,0.97059
0.10442,0.96923
0.10542,0.96331
0.10643,0.9659
0.10743,0.96699
0.10843,0.96966
0.10944,0.96757
0.11044,0.96492
0.11145,0.9681
0.11245,0.96083
0.11345,0.95342
0.11446,0.96029
0.11546,0.95873
0.11647,0.95867
0.11747,0.96252
0.11847,0.95689
0.11948,0.95448
0.12048,0.95069
0.12149,0.9588
0.12249,0.95917
0.12349,0.95837
0.1245,0.95244
0.1255,0.95926
0.12651,0.95325
0.12751,0.94937
0.12851,0.95838
0.12952,0.95243
0.13052,0.95133
0.13153,0.94969
0.13253,0.95036
0.13353,0.94523
0.13454,0.94615
0.13554,0.95863
0.13655,0.94
0.13755,0.94449
0.13855,0.94576
0.13956,0.93773
0.14056,0.93644
0.14157,0.94308
0.14257,0.93621
0.14357,0.9403
0.14458,0.94193
0.14558,0.93862
0.14659,0.94634
0.14759,0.93048
0.14859,0.9436
0.1496,0.93808
0.1506,0.93369
0.15161,0.93164
0.15261,0.93365
0.15361,0.94501
0.15462,0.92875
0.15562,0.9307
0.15663,0.93874
0.15763,0.93717
0.15863,0.92761
0.15964,0.92419
0.16064,0.9333
0.16165,0.92257
0.16265,0.92912
0.16365,0.93278
0.16466,0.93102
0.16566,0.9355
0.16667,0.92699
0.16767,0.92553
0.16867,0.91906
0.16968,0.92089
0.17068,0.91409
0.17169,0.9314
0.17269,0.9128
0.17369,0.92156
0.1747,0.92304
0.1757,0.92238
0.17671,0.92531
0.17771,0.91956
0.17871,0.92397
0.17972,0.91072
0.18072,0.91872
0.18173,0.91126
0.18273,0.9128
0.18373,0.9149
0.18474,0.9179
0.18574,0.90436
0.18675,0.91714
0.18775,0.91289
0.18876,0.92083
0.18976,0.91269
0.19076,0.90735
0.19177,0.91402
0.19277,0.90559
0.19378,0.91368
0.19478,0.91801
0.19578,0.90733
0.19679,0.90813
0.19779,0.90913
0.1988,0.90637
0.1998,0.90498
0.2008,0.90072
0.20181,0.90201
0.20281,0.90168
0.20382,0.89746
0.20482,0.90213
0.20582,0.89854
0.20683,0.90649
0.20783,0.90041
0.20884,0.90829
0.20984,0.89704
0.21084,0.90178
0.21185,0.89201
0.21285,0.9015
0.21386,0.89729
0.21486,0.89658
0.21586,0.89897
0.21687,0.89366
0.21787,0.89073
0.21888,0.8888
0.21988,0.88471
0.22088,0.88803
0.22189,0.89811
0.22289,0.89542
0.2239,0.89226
0.2249,0.88523
0.2259,0.88223
0.22691,0.8834
0.22791,0.88464
0.22892,0.88634
0.22992,0.88436
0.23092,0.88576
0.23193,0.8835
0.23293,0.89598
0.23394,0.87831
0.23494,0.87771
0.23594,0.88312
0.23695,0.87903
0.23795,0.88921
0.23896,0.87432
0.23996,0.87758
0.24096,0.88301
0.24197,0.87123
0.24297,0.8767
0.24398,0.87696
0.24498,0.88187
0.24598,0.87613
0.24699,0.87633
0.24799,0.8744
0.249,0.87015
0.25,0.8715
